basin_id,total_steps,missing_steps,missing_rate_pct,num_gaps,max_gap_hours,mean_gap_hours,median_gap_hours,max_gap_days,mean_gap_days,gap_lengths_hours
01011000,394488,394488,100.0,1,394488,394488.0,394488.0,16437.0,16437.0,394488
01013500,394488,281067,71.2486,49,280517,5736.06,3.0,11688.21,239.0,280517;1;1;1;172;7;4;1;1;4;3;6;4;4;7;6;3;3;2;1;2;4;2;16;3;141;2;1;1;1;1;1;1;16;7;9;12;6;2;8;5;2;2;9;34;2;5;22;2
01015800,394488,294756,74.7186,16,294652,18422.25,2.0,12277.17,767.59,294652;2;1;2;1;30;25;20;1;5;1;1;2;1;8;4
01017000,394488,244917,62.0848,114,243245,2148.39,2.0,10135.21,89.52,243245;3;6;7;1;2;26;113;1;12;7;4;4;4;2;8;52;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;3;2;2;2;2;2;1;1;4;2;2;1;1;3;2;1;2;1;2;1;1;2;2;2;2;2;2;2;13;1;6;1;1;2;119;24;4;7;17;133;151;16;4;462;9;48;8;10;7;9;12;1;22;23;31;1;2;3;9;10;37;10;6;2;9;11;4;2;2;1;10;1;4;9;12;9;5;2;47
01017060,394488,260008,65.9102,27,253493,9629.93,2.0,10562.21,401.25,253493;30;51;2;1;51;2;59;1330;264;9;1;1;1;2;2;19;21;4;1;1;1;1;1;4655;3;2
01017290,394488,252448,63.9938,28,252028,9016.0,4.0,10501.17,375.67,252028;1;1;1;1;1;2;8;5;2;7;4;6;1;5;4;3;2;3;6;1;191;125;6;5;17;2;10
01017550,394488,243531,61.7334,29,243245,8397.62,5.0,10135.21,349.9,243245;1;14;5;1;12;12;9;2;2;1;6;1;1;1;5;1;1;40;6;13;8;6;1;5;2;2;1;127
01017960,394488,243583,61.7466,28,243245,8699.39,7.0,10135.21,362.47,243245;32;14;1;1;1;10;10;6;126;19;6;3;3;4;2;7;3;13;12;8;5;4;8;18;14;1;7
01018000,394488,324361,82.2233,3,243245,108120.33,81115.0,10135.21,4505.01,243245;1;81115
01018009,394488,249928,63.355,24,249124,10413.67,2.0,10380.17,433.9,249124;1;1;1;3;1;3;1;2;591;1;12;2;75;1;20;2;1;79;2;2;1;1;1
01019000,394488,243501,61.7258,24,243245,10145.88,1.0,10135.21,422.74,243245;1;1;1;1;1;71;1;1;65;1;1;3;33;2;1;1;1;1;1;25;29;1;13
01021200,394488,350921,88.9561,14,243245,25065.79,2.5,10135.21,1044.41,243245;8;1;169;1;2;50;42;1;3;1;1;1;107396
01021470,394488,270017,68.4475,37,243245,7297.76,13.0,10135.21,304.07,243245;1;25;14;23;4;1;14;1;2;3;1;1;1;47;13;1;1;1;39;1;1;1;75;3;1;28;49;3318;1;3565;3565;3622;3622;3622;3646;1459
01021480,394488,252277,63.9505,38,243245,6638.87,1.0,10135.21,276.62,243245;24;2;24;1;1;1;1;1;24;1;1;1;1;1;1;1;1;1;8784;2;1;3;10;3;2;1;1;16;16;14;66;2;1;8;12;1;1
01021500,394488,394488,100.0,1,394488,394488.0,394488.0,16437.0,16437.0,394488
01022260,394488,394488,100.0,1,394488,394488.0,394488.0,16437.0,16437.0,394488
01022330,394488,394488,100.0,1,394488,394488.0,394488.0,16437.0,16437.0,394488
01022500,394488,243470,61.718,17,243245,14321.76,3.0,10135.21,596.74,243245;164;1;1;1;2;6;7;3;5;9;1;1;3;3;17;1
01027200,394488,243877,61.8211,27,243245,9032.48,4.0,10135.21,376.35,243245;1;179;25;1;1;1;2;15;18;1;2;4;4;1;33;3;5;7;168;1;1;35;8;1;114;1
01029200,394488,341807,86.6457,46,340709,7430.59,9.0,14196.21,309.61,340709;1;1;27;5;35;3;3;18;57;84;2;8;6;8;8;5;5;2;62;18;9;1;106;9;10;51;24;75;89;12;26;16;109;13;113;1;13;9;8;7;8;4;6;14;7
01029500,394488,243395,61.699,18,243245,13521.94,4.5,10135.21,563.41,243245;1;1;48;1;1;1;1;10;8;38;8;1;13;5;2;4;7
01030500,394488,243913,61.8303,35,243245,6968.94,9.0,10135.21,290.37,243245;4;17;2;138;140;2;7;8;17;10;25;1;2;1;14;68;50;37;1;1;5;5;14;14;9;14;10;11;8;1;1;5;22;4
01031300,394488,252177,63.9251,27,243245,9339.89,1.0,10135.21,389.16,243245;1;1;1;1;8784;1;1;1;53;1;2;3;1;1;1;1;1;3;4;16;17;7;1;15;5;9
01031450,394488,245145,62.1426,114,243245,2150.39,4.0,10135.21,89.6,243245;1;5;3;1;1;2;1;3;2;8;5;1;1;33;3;26;8;6;2;1;8;5;9;4;1;9;1;8;6;6;12;20;18;11;1;1;3;2;1;18;14;7;16;18;14;65;14;32;1;1;1;1;1;1;1;1;2;1;1;2;1;2;4;3;39;45;46;26;2;11;1;2;129;409;6;56;6;2;6;41;2;7;85;4;14;3;4;4;7;14;1;135;7;61;6;1;10;1;1;71;132;1;1;18;1;3;1;1;1;2;1;1;11
01031500,394488,243680,61.7712,27,243245,9025.19,8.0,10135.21,376.05,243245;8;11;4;1;1;1;1;3;1;9;1;47;126;1;58;35;63;15;1;1;10;3;10;10;1;13
01031510,394488,250270,63.4417,12,249820,20855.83,5.0,10409.17,868.99,249820;1;1;1;8;11;1;10;1;3;406;7
01033000,394488,369618,93.6956,3,369616,123206.0,1.0,15400.67,5133.58,369616;1;1
01034000,394488,243683,61.772,42,243245,5801.98,6.0,10135.21,241.75,243245;6;1;2;1;1;46;1;1;2;4;17;14;11;12;48;3;1;1;47;16;4;8;6;6;14;7;23;1;1;22;1;11;2;5;1;21;21;7;6;17;19
01034500,394488,244533,61.9874,72,243245,3396.29,4.0,10135.21,141.51,243245;1;4;17;7;4;2;11;6;4;3;12;1;14;6;1;2;2;1;1;4;35;9;1;3;4;3;5;19;5;14;13;13;18;24;24;1;7;18;10;7;24;11;14;2;2;4;1;33;1;24;2;381;1;1;2;1;1;1;1;1;291;1;2;1;1;34;12;35;2;63;2
01037380,394488,243894,61.8255,22,243245,11086.09,3.5,10135.21,461.92,243245;1;2;3;1;107;6;1;1;287;1;1;4;55;4;76;53;1;10;1;33;1
01038000,394488,243937,61.8364,126,243245,1936.01,1.0,10135.21,80.67,243245;2;1;1;1;1;1;1;1;1;2;1;1;1;1;3;1;1;1;1;1;1;1;6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;29;1;1;41;32;43;1;173;14;4;1;1;2;1;1;20;8;2;11;1;1;13;3;2;4;14;5;5;36;13;13;4;9;35;15;30;1;3;3;1
01042500,394488,243261,61.665,8,243245,30407.62,1.0,10135.21,1266.98,243245;1;1;2;1;1;9;1
01043500,394488,302199,76.6054,24,302116,12591.62,1.0,12588.17,524.65,302116;1;1;1;1;1;1;1;1;13;1;2;3;1;1;5;1;15;17;1;7;5;2;1
01044550,394488,243864,61.8178,59,243245,4133.29,4.0,10135.21,172.22,243245;1;1;2;4;44;1;4;6;2;8;7;3;1;33;17;34;6;6;24;37;13;11;10;57;21;1;1;1;2;40;5;2;1;1;1;59;1;1;1;12;1;3;4;1;1;2;3;3;3;20;30;11;18;16;4;4;9;4
01046000,394488,249922,63.3535,24,249820,10413.42,2.0,10409.17,433.89,249820;2;1;3;2;1;5;5;1;2;2;1;2;2;1;17;13;1;1;2;15;1;1;21
01046500,394488,243312,61.6779,16,243245,15207.0,1.0,10135.21,633.62,243245;1;1;1;1;1;1;1;1;4;32;1;1;1;1;19
01047000,394488,243368,61.6921,14,243245,17383.43,1.5,10135.21,724.31,243245;2;1;7;1;1;1;1;8;66;1;13;1;20
01047150,394488,256424,65.0017,5,256410,51284.8,3.0,10683.75,2136.87,256410;3;1;1;9
01047200,394488,251505,63.7548,69,249713,3645.0,6.0,10404.71,151.88,249713;1;3;9;7;7;12;1;11;1;1;5;21;23;96;5;27;19;9;51;44;6;66;9;1;2;1;7;2;50;17;7;14;30;68;37;26;1;71;1;6;2;1;11;1;5;3;2;1;2;3;1;2;4;5;2;1;3;1;1;8;1;403;134;400;1;2;11;6
01048000,394488,243386,61.6967,29,243245,8392.62,5.0,10135.21,349.69,243245;2;1;5;3;11;1;1;10;5;10;4;7;11;4;10;9;7;5;5;4;4;11;5;1;1;1;1;2
01048220,394488,250117,63.4029,83,249100,3013.46,1.0,10379.17,125.56,249100;1;5;46;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;2;1;1;1;1;1;1;2;1;1;2;2;1;1;1;2;1;2;3;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;82;10;29;1;1;1;1;2;2;1;1;10;2;1;1;12;1;228;67;232;4;183;1;1;20;1;5;4
01049000,394488,341880,86.6642,2,243245,170940.0,170940.0,10135.21,7122.5,243245;98635
01049265,394488,244557,61.9935,18,243245,13586.5,1.0,10135.21,566.1,243245;1;1;1;5;7;1;1259;1;2;1;1;20;1;3;1;6;1
01049500,394488,243383,61.6959,43,243245,5660.07,1.0,10135.21,235.84,243245;1;1;1;14;2;3;1;3;1;10;6;1;1;3;6;1;2;2;1;1;1;1;1;1;2;1;5;6;10;3;2;1;1;1;1;1;1;1;1;1;28;7
01052500,394488,243806,61.8031,30,243245,8126.87,3.5,10135.21,338.62,243245;90;4;3;1;1;1;200;1;70;15;1;1;2;8;6;10;11;7;1;19;1;1;1;1;22;3;13;66;1
01053500,394488,243372,61.6931,17,243245,14316.0,1.0,10135.21,596.5,243245;1;7;5;1;36;1;1;2;62;1;1;1;5;1;1;1
01053600,394488,252799,64.0828,26,252029,9723.04,4.0,10501.21,405.13,252029;4;1;2;235;260;3;1;47;4;19;20;1;1;28;13;1;101;2;4;1;5;6;8;1;2
01054000,394488,243386,61.6967,14,243245,17384.71,1.0,10135.21,724.36,243245;1;113;2;16;1;1;1;1;1;1;1;1;1
01054200,394488,246584,62.5074,58,243245,4251.45,3.0,10135.21,177.14,243245;4;139;2;43;3;1;4;1;2;11;1;17;27;1;1;1;1;1;1;1;2;3;2;2;1;3;1;46;1;1;1;3;1;1;192;1;8;7;1;414;1;5;1;46;115;31;13;77;90;81;251;169;96;24;1041;306;39
01054300,394488,243488,61.7225,13,243245,18729.85,13.0,10135.21,780.41,243245;1;3;4;1;1;73;6;13;14;17;58;52
01054500,394488,243325,61.6812,16,243245,15207.81,1.0,10135.21,633.66,243245;1;1;2;1;1;25;1;2;4;9;29;1;1;1;1
01055000,394488,243785,61.7978,40,243245,6094.62,7.5,10135.21,253.94,243245;1;1;2;1;1;1;1;30;6;57;84;28;20;1;10;20;19;1;8;5;10;10;7;6;8;7;8;12;10;15;3;35;8;2;95;1;1;3;2
01055500,394488,243649,61.7633,17,243245,14332.29,8.0,10135.21,597.18,243245;86;3;1;1;12;1;46;28;8;6;32;4;2;99;1;74
01057000,394488,268547,68.0748,6,268533,44757.83,1.0,11188.88,1864.91,268533;1;1;1;1;10
01059000,394488,243259,61.6645,9,243245,27028.78,2.0,10135.21,1126.2,243245;1;1;1;2;2;4;2;1
01059800,394488,394488,100.0,1,394488,394488.0,394488.0,16437.0,16437.0,394488
01060000,394488,348441,88.3274,2,348437,174220.5,174220.5,14518.21,7259.19,348437;4
01064118,394488,265058,67.1904,31,243245,8550.26,1.0,10135.21,356.26,243245;480;1;1;1;1;1;1;1;1;1;1;24;1;1;48;2;1;1;1;1;1;1;1;1;24;2;1;1;1;21210
01064500,394488,243497,61.7248,39,243245,6243.51,1.0,10135.21,260.15,243245;1;1;4;12;1;1;143;1;2;1;1;1;1;1;1;1;1;2;1;4;1;4;1;1;1;1;1;1;9;41;1;1;1;2;1;1;2;1
01064801,394488,244400,61.9537,169,243245,1446.15,1.0,10135.21,60.26,243245;2;1;1;1;3;1;1;90;1;2;3;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;9;3;1;1;1;3;1;1;1;1;1;1;1;1;1;12;29;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;3;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;32;1;1;5;96;2;1;1;4;4;1;7;1;10;47;7;11;1;1;1;1;2;1;1;1;30;11;2;1;1;1;2;1;1;2;4;3;4;2;5;2;7;2;7;21;24;29;1;9;74;16;17;28;2;12;3;7;28;7;7;7;12;8;1;8;107;2;1;2;2;59;1;9;18;16;42;4
01065500,394488,394488,100.0,1,394488,394488.0,394488.0,16437.0,16437.0,394488
01066000,394488,243687,61.773,128,243245,1903.8,1.0,10135.21,79.33,243245;9;3;1;1;1;1;5;1;39;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;3;1;1;1;2;1;1;1;1;1;1;1;1;2;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;78;1;1;1;3;31;21;1;6;24;10;1;1;1;33;6;7;6;1;14;1;25
01067950,394488,258316,65.4813,13,249373,19870.46,1.0,10390.54,827.94,249373;8827;1;1;1;1;1;71;1;1;6;19;13
01068910,394488,247802,62.8161,7,247795,35400.29,1.0,10324.79,1475.01,247795;1;1;1;1;1;2
01069500,394488,253244,64.1956,9,253196,28138.22,1.0,10549.83,1172.43,253196;36;5;1;2;1;1;1;1
01069700,394488,253715,64.315,15,253605,16914.33,2.0,10566.88,704.76,253605;1;1;28;1;1;1;1;3;4;1;21;2;23;22
01072800,394488,243607,61.7527,172,243245,1416.32,1.0,10135.21,59.01,243245;1;1;3;1;1;1;1;1;1;1;1;2;1;1;74;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;5;2;1;1;1;11;1;2;1;1;6;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;4;4;13;4;9;10;2;3;1;1;2;4;1;2;1;1;3;1;1;6;2;3;3;1;1;1;3;2;1;2;1;2;1;3;2;1;1;1;3;1;1;1;1;1;3;1;1;2;2;1;1;1;1;1;1;3;1;1;1;2;1;1;3;1;1;1;1;1;1;2;1;3;1;1;2;1;1;1;1;1;1;1;1;2;2;1;1;2;1;1;1;1;1;1;1;1;1;2;1;1;1;2;1;1;1;1;2;2;2;1;1;1
01073000,394488,243644,61.7621,58,243245,4200.76,1.0,10135.21,175.03,243245;2;1;3;3;1;22;1;19;20;19;17;23;23;20;67;1;1;1;2;1;1;1;1;4;5;1;2;1;1;1;1;1;1;1;1;43;1;24;1;1;2;5;1;10;1;3;1;1;1;1;2;26;1;1;1;1;1
01073319,394488,250134,63.4073,56,249876,4466.68,1.0,10411.5,186.11,249876;1;1;10;29;1;3;1;1;1;1;1;2;2;1;1;1;2;1;1;40;1;1;15;3;1;1;1;1;1;3;4;1;1;2;1;2;4;40;12;1;1;1;1;1;1;1;9;1;1;1;32;7;2;1;1
01073500,394488,243908,61.829,33,243245,7391.15,2.0,10135.21,307.96,243245;271;97;1;2;2;2;30;1;1;1;2;1;3;2;8;1;1;9;27;1;1;78;1;1;21;18;71;1;2;4;1;1
010735562,394488,252642,64.043,43,251920,5875.4,1.0,10496.67,244.81,251920;1;101;56;97;11;1;1;3;1;2;1;1;1;1;1;1;1;3;15;2;41;1;86;112;1;1;1;111;1;2;1;1;1;1;1;1;1;4;42;9;1;1
01073587,394488,244784,62.0511,129,243245,1897.55,9.0,10135.21,79.06,243245;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;9;14;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;3;4;2;1;1;1;1;7;3;1;16;1;1;1;1;2;19;4;1;1;1;1;1;3;1;1;39;1;2;1;2;1;1;1;2;1;1;1;1;21;1;1;1;24;1;3;3;8;4;1;8;2;5;3;1;2;1;5;11;1;6;1;17;14;17;15;1;2;2;1;1;1;1;1
01073785,394488,282996,71.7375,17,282664,16646.82,1.0,11777.67,693.62,282664;1;1;96;1;1;80;1;4;125;1;1;1;1;16;1;1
01074520,394488,263380,66.765,85,243245,3098.59,1.0,10135.21,129.11,243245;1;1;1;32;10;31;7;10;12;33;20;6;7;1;1;1;1;28;57;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;24;1;24;3;17;1;1;1;1;1;10;1;1;1;3;4;2;1;1;1;1;1;2;1;1;1;1;19392;1;1;69;159;1;1;1;1;23;14;19;3;3;3;4;1;1;27;2;1;21;4
01075000,394488,244232,61.9111,131,243245,1864.37,1.0,10135.21,77.68,243245;1;1;1;2;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;110;4;1;1;1;1;1;1;1;1;2;39;1;1;1;1;1;2;1;1;1;1;2;1;1;3;1;1;1;1;2;2;1;1;2;2;1;1;1;1;1;2;1;1;60;1;394;1;1;1;1;1;2;2;1;15;116;108;1;1;2;1;2;1;1;1;1;2
01076000,394488,243402,61.7007,78,243245,3120.54,1.0,10135.21,130.02,243245;1;1;1;3;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;7;1;1;1;1;2;1;1;2;1;1;1;7;1;3;1;4;2;1;1;3;1;2;2;1;1;1;4;3;1;1;1;9;15;1;1;24;1;1;1;1;2;1
01076500,394488,243521,61.7309,86,243245,2831.64,1.0,10135.21,117.98,243245;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;2;1;4;1;1;2;1;1;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;6;1;1;1;1;72;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;62;1;3;3;1;1;39;1
01077400,394488,251744,63.8154,90,251588,2797.16,1.0,10482.83,116.55,251588;9;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;8;1;1;5;7;2;2;1;1;1;11;1;6;3;1;2;17;2;1;1;1
01078000,394488,246197,62.4092,91,243245,2705.46,1.0,10135.21,112.73,243245;1;1;1;1;1;1;2;1;1;1;1;2;1;77;1;1;1;3;11;63;1;1;10;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;49;25;113;35;38;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;1;1;1;103;130;1;1;1;83;1374;202;1;78;72;1;260;1;1;148
01081000,394488,244360,61.9436,226,243245,1081.24,1.0,10135.21,45.05,243245;1;1;1;1;3;1;1;2;1;27;2;13;23;13;1;1;2;27;4;1;1;12;17;1;1;1;1;6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;15;5;2;2;13;1;1;21;5;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;50;67;1;16;308;20;17;1;1;2;1;1;2;1;1;6;2;2;1;2;2;5;18;1;1;8;1;24;5;1;3;10;1;1;1;121;1;1;2;1;3;2;1;2;8;7;1;1
01081500,394488,243682,61.7717,108,243245,2256.31,1.0,10135.21,94.01,243245;1;1;1;1;3;1;1;1;5;1;2;1;1;1;1;1;1;1;1;1;17;2;1;2;2;12;4;3;1;8;3;4;2;1;23;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;34;2;47;1;4;2;1;1;1;2;1;1;1;1;2;1;1;4;14;2;1;1;2;10;1;1;1;8;10;13;6;1;5;3;2;1;1;22;1;71;2;9;1;1;1
01082000,394488,284109,72.0197,74,276378,3839.31,1.0,11515.75,159.97,276378;404;5;4;68;73;184;1;2;6767;1;4;77;2;24;6;1;1;1;1;1;1;1;1;1;1;1;1;2;4;1;1;2;4;1;3;3;1;25;1;2;2;1;1;1;1;2;2;2;2;9;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1
01084000,394488,378426,95.9284,3,260157,126142.0,118268.0,10839.88,5255.92,260157;1;118268
01085000,394488,315210,79.9036,40,313372,7880.25,1.0,13057.17,328.34,313372;1;1;1;1;1;1;33;1;40;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;29;3;2;1;1;10;19;92;35;1515;13;18
01085500,394488,243869,61.8191,127,243245,1920.23,2.0,10135.21,80.01,243245;4;2;1;3;5;12;5;2;11;5;17;1;4;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;4;1;2;1;1;1;6;8;1;17;6;14;11;9;11;9;7;9;2;4;5;6;1;1;1;1;1;1;1;1;1;1;1;9;1;1;1;23;2;1;1;11;13;3;9;8;4;3;15;4;5;1;26;1;44;1;28;1;1;2;22;5;1;9;8;1;3;1;1;1;5;5;7;8;8;10;1;11;1;13;4;5;1;2;3;13;1;1;1;5;3
01086000,394488,243511,61.7284,162,243245,1503.15,1.0,10135.21,62.63,243245;3;1;1;1;1;1;1;8;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;70;1;1;3;13;9;3;1;1
01089100,394488,263689,66.8434,85,243245,3102.22,1.0,10135.21,129.26,243245;1;1;1;2;10;1;1;18;10;5;2;1;6;18;1;19;47;3;100;1;1;22;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;5;1;1;1;9;1;1;131;97;26;1;1;1;42;1;22;30;1;1;1;2;1;1;1;1;1;1;5;1;4;2;1;1;1;1;1;1;19746
01089500,394488,244809,62.0574,35,244318,6994.54,1.0,10179.92,291.44,244318;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;263;1;1;2;73;2;2;8;10;1;1;1;1;7;97;1;1
01091000,394488,249651,63.2848,97,249381,2573.72,1.0,10390.88,107.24,249381;2;2;1;3;3;2;22;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;1;2;1;1;7;3;1;1;1;1;1;1;3;1;1;2;1;3;2;2;4;3;1;1;1;1;2;2;1;2;5;2;7;1;1;1;2;1;4;1;1;2;1;3;1;1;1;7;3;3;2;5;3;1;9;38;19;1;1;1;1;1;1;1;1;2;1;1;22
01091500,394488,330929,83.8882,9,330917,36769.89,1.0,13788.21,1532.08,330917;1;1;1;4;1;1;2;1
01092000,394488,243428,61.7073,51,243245,4773.1,1.0,10135.21,198.88,243245;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;8;1;1;7;1;1;1;1;1;1;1;1;1;1;1;1;36;1;1;1;1;1;1;2;1;1;83;1;1;1;1;2
01093800,394488,394488,100.0,1,394488,394488.0,394488.0,16437.0,16437.0,394488
01093852,394488,249988,63.3702,29,249037,8620.28,2.0,10376.54,359.18,249037;3;4;2;1;1;2;1;56;1;4;1;8;6;1;8;1;6;1;1;2;817;3;1;1;1;4;1;13
01094000,394488,244299,61.9281,454,243245,538.1,1.0,10135.21,22.42,243245;1;1;4;6;1;6;2;1;1;1;1;1;1;1;1;1;3;1;1;11;1;2;1;1;1;1;1;1;1;13;1;1;1;1;13;24;2;1;2;1;1;1;5;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;69;1;1;1;1;1;1;26;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;220;1;1;34;1;1;1;1;1;41;1;1;1;1;1;1;1;1;1;1;1;1;1;59;1;77;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1
01094400,394488,245438,62.2168,59,243245,4159.97,6.0,10135.21,173.33,243245;20;8;2;1;74;77;27;1;1550;1;1;1;1;1;4;1;1;2;6;6;12;4;6;16;11;12;12;108;9;12;29;7;5;32;3;7;10;1;1;1;1;13;6;14;5;3;6;13;1;2;18;1;1;1;6;9;5;5
01094500,394488,243663,61.7669,58,243245,4201.09,2.0,10135.21,175.05,243245;2;1;2;1;1;1;1;2;1;1;1;1;1;94;29;1;1;1;2;1;2;3;1;45;10;5;2;1;3;7;1;1;1;45;1;14;1;3;1;7;5;1;15;3;1;11;20;8;3;11;4;6;13;1;12;1;4
01095220,394488,245798,62.3081,174,243245,1412.63,1.0,10135.21,58.86,243245;1;5;6;1;1;1;1;1;1;1;40;3;6;9;5;6;40;1;1;148;1502;1;48;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;48;13;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;18;23;23;23;16;16;23;23;23;23;23;23;23;23;23;23;23;23;23;23;5;1;1;2;1;6;3;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;1;1;1;10;1;1;1;1;1;4;1;1;1;1;1;1;50;19;1;1;1;1
01095375,394488,244930,62.0881,85,243245,2881.53,2.0,10135.21,120.06,243245;1;1;1;6;1;5;3;2;2;2;48;72;7;24;1;2;2;1;2;1;2;1;48;2;1;1;1;288;96;216;2;2;216;1;48;48;1;2;1;1;1;1;120;1;1;1;1;1;1;3;72;1;1;1;17;12;21;18;47;63;1;3;1;1;7;3;1;1;2;1;8;2;15;8;1;2;1;5;30;7;17;8;1;13
